59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,9,10,9,9
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,4,2,4,2,4,2,0,5,9,10,9,3,2,0,5,9,9,10,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,12
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,12
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,12
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,4,2,4,2,4,2,0,5,9,10,9,3,2,0,5,9,9,10,9
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,12
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,12
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,12
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,3,2
59,520,12,9,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,12
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,12
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,9,3
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,12
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,5
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,9,9,158,10,10,10,11,41
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,3,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,3,2
59,520,12,9,21,2,5,9,3,2,4,2,4,2,4,2,4,2,4,2,4,2,4,2,4
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,9,3,2,0,5,9,10,9,3,2
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,0,5,9,10,9,3
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4,2,4,2,4,2
59,520,12,9,89,21,2,4,2,4,2,4,2,4,2,5,9,3,2,4,2,4,2,4,2
59,520,12,9,21,2,5,9,3,2,0,5,9,10,9,3,2,0,5,9,10,9,3,2,0
